"date" "reactor" "checked"
1986-08-22 "C" TRUE
1986-08-22 "D" TRUE
1986-08-23 "A" TRUE
1986-08-23 "B" TRUE
1986-08-23 "C" TRUE
1986-08-23 "D" TRUE
1986-08-24 "A" TRUE
1986-08-24 "B" TRUE
1986-08-24 "C" TRUE
1986-08-24 "D" TRUE
1986-08-25 "A" TRUE
1986-08-25 "B" TRUE
1986-08-25 "C" TRUE
1986-08-25 "D" TRUE
1986-08-26 "A" TRUE
1986-08-26 "B" TRUE
1986-08-26 "C" TRUE
1986-08-26 "D" TRUE
1986-08-27 "A" TRUE
1986-08-27 "B" TRUE
1986-08-27 "C" TRUE
1986-08-27 "D" TRUE
1986-08-28 "A" TRUE
1986-08-28 "B" TRUE
1986-08-28 "C" TRUE
1986-08-28 "D" TRUE
1986-08-29 "A" TRUE
1986-08-29 "B" TRUE
1986-08-29 "C" TRUE
1986-08-29 "D" TRUE
1986-08-30 "A" TRUE
1986-08-30 "B" TRUE
1986-08-30 "C" TRUE
1986-08-30 "D" TRUE
1986-08-31 "A" TRUE
1986-08-31 "B" TRUE
1986-08-31 "C" TRUE
1986-08-31 "D" TRUE
1986-09-01 "A" TRUE
1986-09-01 "B" TRUE
1986-09-01 "C" TRUE
1986-09-01 "D" TRUE
1986-09-02 "A" TRUE
1986-09-02 "B" TRUE
1986-09-02 "C" TRUE
1986-09-02 "D" TRUE
1986-09-03 "A" TRUE
1986-09-03 "B" TRUE
1986-09-03 "C" TRUE
1986-09-03 "D" TRUE
1986-09-04 "A" TRUE
1986-09-04 "B" TRUE
1986-09-04 "C" TRUE
1986-09-04 "D" TRUE
1986-09-05 "A" TRUE
1986-09-05 "B" TRUE
1986-09-05 "C" TRUE
1986-09-05 "D" TRUE
1986-09-06 "A" TRUE
1986-09-06 "B" TRUE
1986-09-06 "C" TRUE
1986-09-06 "D" TRUE
1986-09-07 "A" TRUE
1986-09-07 "B" TRUE
1986-09-07 "C" TRUE
1986-09-07 "D" TRUE
1986-09-08 "A" TRUE
1986-09-08 "B" TRUE
1986-09-08 "C" TRUE
1986-09-08 "D" TRUE
1986-09-09 "A" TRUE
1986-09-09 "B" TRUE
1986-09-09 "C" TRUE
1986-09-09 "D" TRUE
1986-09-10 "A" TRUE
1986-09-10 "B" TRUE
1986-09-10 "C" TRUE
1986-09-10 "D" TRUE
1986-09-11 "A" TRUE
1986-09-11 "B" TRUE
1986-09-11 "C" TRUE
1986-09-11 "D" TRUE
1986-09-12 "A" TRUE
1986-09-12 "B" TRUE
1986-09-12 "C" TRUE
1986-09-12 "D" TRUE
1986-09-13 "A" TRUE
1986-09-13 "B" TRUE
1986-09-13 "C" TRUE
1986-09-13 "D" TRUE
1986-09-14 "A" TRUE
1986-09-14 "B" TRUE
1986-09-14 "C" TRUE
1986-09-14 "D" TRUE
1986-09-15 "A" TRUE
1986-09-15 "B" TRUE
1986-09-15 "C" TRUE
1986-09-15 "D" TRUE
1986-09-16 "A" TRUE
1986-09-16 "B" TRUE
1986-09-16 "C" TRUE
1986-09-16 "D" TRUE
1986-09-17 "A" TRUE
1986-09-17 "B" TRUE
1986-09-17 "C" TRUE
1986-09-17 "D" TRUE
1986-09-18 "A" TRUE
1986-09-18 "B" TRUE
1986-09-18 "C" TRUE
1986-09-18 "D" TRUE
1986-09-19 "A" TRUE
1986-09-19 "B" TRUE
1986-09-19 "C" TRUE
1986-09-19 "D" TRUE
1986-09-20 "A" TRUE
1986-09-20 "B" TRUE
1986-09-20 "C" TRUE
1986-09-20 "D" TRUE
1986-09-21 "A" TRUE
1986-09-21 "B" TRUE
1986-09-21 "C" TRUE
1986-09-21 "D" TRUE
1986-09-22 "A" TRUE
1986-09-22 "B" TRUE
1986-09-22 "C" TRUE
1986-09-22 "D" TRUE
1986-09-23 "A" TRUE
1986-09-23 "B" TRUE
1986-09-23 "C" TRUE
1986-09-23 "D" TRUE
1986-09-24 "A" TRUE
1986-09-24 "B" TRUE
1986-09-24 "C" TRUE
1986-09-24 "D" TRUE
1986-09-25 "A" TRUE
1986-09-25 "B" TRUE
1986-09-25 "C" TRUE
1986-09-25 "D" TRUE
1986-09-26 "A" TRUE
1986-09-26 "B" TRUE
1986-09-26 "C" TRUE
1986-09-26 "D" TRUE
1986-09-27 "A" TRUE
1986-09-27 "B" TRUE
1986-09-27 "C" TRUE
1986-09-27 "D" TRUE
1986-09-28 "A" TRUE
1986-09-28 "B" TRUE
1986-09-28 "C" TRUE
1986-09-28 "D" TRUE
1986-09-29 "A" TRUE
1986-09-29 "B" TRUE
1986-09-29 "C" TRUE
1986-09-29 "D" TRUE
1986-09-30 "A" TRUE
1986-09-30 "B" TRUE
1986-09-30 "C" TRUE
1986-09-30 "D" TRUE
1986-10-01 "A" TRUE
1986-10-01 "B" TRUE
1986-10-01 "C" TRUE
1986-10-01 "D" TRUE
1986-10-02 "A" TRUE
1986-10-02 "B" TRUE
1986-10-02 "C" TRUE
1986-10-02 "D" TRUE
1986-10-03 "A" TRUE
1986-10-03 "B" TRUE
1986-10-03 "C" TRUE
1986-10-03 "D" TRUE
1986-10-04 "A" TRUE
1986-10-04 "B" TRUE
1986-10-04 "C" TRUE
1986-10-04 "D" TRUE
1986-10-05 "A" TRUE
1986-10-05 "B" TRUE
1986-10-05 "C" TRUE
1986-10-05 "D" TRUE
1986-10-06 "A" TRUE
1986-10-06 "B" TRUE
1986-10-06 "C" TRUE
1986-10-06 "D" TRUE
1986-10-07 "A" TRUE
1986-10-07 "B" TRUE
1986-10-07 "C" TRUE
1986-10-07 "D" TRUE
1986-10-08 "A" TRUE
1986-10-08 "B" TRUE
1986-10-08 "C" TRUE
1986-10-08 "D" TRUE
1986-10-09 "A" TRUE
1986-10-09 "B" TRUE
1986-10-09 "C" TRUE
1986-10-09 "D" TRUE
1986-10-10 "A" TRUE
1986-10-10 "B" TRUE
1986-10-10 "C" TRUE
1986-10-10 "D" TRUE
1986-10-11 "A" TRUE
1986-10-11 "B" TRUE
1986-10-11 "C" TRUE
1986-10-11 "D" TRUE
1986-10-12 "A" TRUE
1986-10-12 "B" TRUE
1986-10-12 "C" TRUE
1986-10-12 "D" TRUE
1986-10-13 "A" TRUE
1986-10-13 "B" TRUE
1986-10-13 "C" TRUE
1986-10-13 "D" TRUE
1986-10-14 "A" TRUE
1986-10-14 "B" TRUE
1986-10-14 "C" TRUE
1986-10-14 "D" TRUE
1986-10-15 "A" TRUE
1986-10-15 "B" TRUE
1986-10-15 "C" TRUE
1986-10-15 "D" TRUE
1986-10-16 "A" TRUE
1986-10-16 "B" TRUE
1986-10-16 "C" TRUE
1986-10-16 "D" TRUE
1986-10-17 "A" TRUE
1986-10-17 "B" TRUE
1986-10-17 "C" TRUE
1986-10-17 "D" TRUE
1986-10-18 "A" TRUE
1986-10-18 "B" TRUE
1986-10-18 "C" TRUE
1986-10-18 "D" TRUE
1986-10-19 "A" TRUE
1986-10-19 "B" TRUE
1986-10-19 "C" TRUE
1986-10-19 "D" TRUE
1986-10-20 "A" TRUE
1986-10-20 "B" TRUE
1986-10-20 "C" TRUE
1986-10-20 "D" TRUE
1986-10-21 "A" TRUE
1986-10-21 "B" TRUE
1986-10-21 "C" TRUE
1986-10-21 "D" TRUE
1986-10-22 "A" TRUE
1986-10-22 "B" TRUE
1986-10-22 "C" TRUE
1986-10-22 "D" TRUE
1986-10-23 "A" TRUE
1986-10-23 "B" TRUE
1986-10-23 "C" TRUE
1986-10-23 "D" TRUE
1986-10-24 "A" TRUE
1986-10-24 "B" TRUE
1986-10-24 "C" TRUE
1986-10-24 "D" TRUE
1986-10-25 "A" TRUE
1986-10-25 "B" TRUE
1986-10-25 "C" TRUE
1986-10-25 "D" TRUE
1986-10-26 "A" TRUE
1986-10-26 "B" TRUE
1986-10-26 "C" TRUE
1986-10-26 "D" TRUE
1986-10-27 "A" TRUE
1986-10-27 "B" TRUE
1986-10-27 "C" TRUE
1986-10-27 "D" TRUE
1986-10-28 "A" TRUE
1986-10-28 "B" TRUE
1986-10-28 "C" TRUE
1986-10-28 "D" TRUE
1986-10-29 "A" TRUE
1986-10-29 "B" TRUE
1986-10-29 "C" TRUE
1986-10-29 "D" TRUE
1986-10-30 "A" TRUE
1986-10-30 "B" TRUE
1986-10-30 "C" TRUE
1986-10-30 "D" TRUE
1986-10-31 "A" TRUE
1986-10-31 "B" TRUE
1986-10-31 "C" TRUE
1986-10-31 "D" TRUE
1986-11-01 "A" TRUE
1986-11-01 "B" TRUE
1986-11-01 "C" TRUE
1986-11-01 "D" TRUE
1986-11-02 "A" TRUE
1986-11-02 "B" TRUE
1986-11-02 "C" TRUE
1986-11-02 "D" TRUE
1986-11-03 "A" TRUE
1986-11-03 "B" TRUE
1986-11-03 "C" TRUE
1986-11-03 "D" TRUE
1986-11-04 "A" TRUE
1986-11-04 "B" TRUE
1986-11-04 "C" TRUE
1986-11-04 "D" TRUE
1986-11-05 "A" TRUE
1986-11-05 "B" TRUE
1986-11-05 "C" TRUE
1986-11-05 "D" TRUE
1986-11-06 "A" TRUE
1986-11-06 "B" TRUE
1986-11-06 "C" TRUE
1986-11-06 "D" TRUE
1986-11-07 "A" TRUE
1986-11-07 "B" TRUE
1986-11-07 "C" TRUE
1986-11-07 "D" TRUE
1986-11-08 "A" TRUE
1986-11-08 "B" TRUE
1986-11-08 "C" TRUE
1986-11-08 "D" TRUE
1986-11-09 "A" TRUE
1986-11-09 "B" TRUE
1986-11-09 "C" TRUE
1986-11-09 "D" TRUE
1986-11-10 "A" TRUE
1986-11-10 "B" TRUE
1986-11-10 "C" TRUE
1986-11-10 "D" TRUE
1986-11-11 "A" TRUE
1986-11-11 "B" TRUE
1986-11-11 "C" TRUE
1986-11-11 "D" TRUE
1986-11-12 "A" TRUE
1986-11-12 "B" TRUE
1986-11-12 "C" TRUE
1986-11-12 "D" TRUE
1986-11-13 "A" TRUE
1986-11-13 "B" TRUE
1986-11-13 "C" TRUE
1986-11-13 "D" TRUE
1986-11-14 "A" TRUE
1986-11-14 "B" TRUE
1986-11-14 "C" TRUE
1986-11-14 "D" TRUE
1986-11-15 "A" TRUE
1986-11-15 "B" TRUE
1986-11-15 "C" TRUE
1986-11-15 "D" TRUE
1986-11-16 "A" TRUE
1986-11-16 "B" TRUE
1986-11-16 "C" TRUE
1986-11-16 "D" TRUE
1986-11-17 "A" TRUE
1986-11-17 "B" TRUE
1986-11-17 "C" TRUE
1986-11-17 "D" TRUE
1986-11-18 "A" TRUE
1986-11-18 "B" TRUE
1986-11-18 "C" TRUE
1986-11-18 "D" TRUE
1986-11-19 "A" TRUE
1986-11-19 "B" TRUE
1986-11-19 "C" TRUE
1986-11-19 "D" TRUE
1986-11-20 "A" TRUE
1986-11-20 "B" TRUE
1986-11-20 "C" TRUE
1986-11-20 "D" TRUE
1986-11-21 "A" TRUE
1986-11-21 "B" TRUE
1986-11-21 "C" TRUE
1986-11-21 "D" TRUE
1986-11-22 "A" TRUE
1986-11-22 "B" TRUE
1986-11-22 "C" TRUE
1986-11-22 "D" TRUE
1986-11-23 "A" TRUE
1986-11-23 "B" TRUE
1986-11-23 "C" TRUE
1986-11-23 "D" TRUE
1986-11-24 "A" TRUE
1986-11-24 "B" TRUE
1986-11-24 "C" TRUE
1986-11-24 "D" TRUE
1986-11-25 "A" TRUE
1986-11-25 "B" TRUE
1986-11-25 "C" TRUE
1986-11-25 "D" TRUE
1986-11-26 "A" TRUE
1986-11-26 "B" TRUE
1986-11-26 "C" TRUE
1986-11-26 "D" TRUE
1986-11-27 "A" TRUE
1986-11-27 "B" TRUE
1986-11-27 "C" TRUE
1986-11-27 "D" TRUE
1986-11-28 "A" TRUE
1986-11-28 "B" TRUE
1986-11-28 "C" TRUE
1986-11-28 "D" TRUE
1986-11-29 "A" TRUE
1986-11-29 "B" TRUE
1986-11-29 "C" TRUE
1986-11-29 "D" TRUE
1986-11-30 "A" TRUE
1986-11-30 "B" TRUE
1986-11-30 "C" TRUE
1986-11-30 "D" TRUE
1986-12-01 "A" TRUE
1986-12-01 "B" TRUE
1986-12-01 "C" TRUE
1986-12-01 "D" TRUE
1986-12-02 "A" TRUE
1986-12-02 "B" TRUE
1986-12-02 "C" TRUE
1986-12-02 "D" TRUE
1986-12-03 "A" TRUE
1986-12-03 "B" TRUE
1986-12-03 "C" TRUE
1986-12-03 "D" TRUE
1986-12-04 "A" TRUE
1986-12-04 "B" TRUE
1986-12-04 "C" TRUE
1986-12-04 "D" TRUE
1986-12-05 "A" TRUE
1986-12-05 "B" TRUE
1986-12-05 "C" TRUE
1986-12-05 "D" TRUE
1986-12-06 "A" TRUE
1986-12-06 "B" TRUE
1986-12-06 "C" TRUE
1986-12-06 "D" TRUE
1986-12-07 "A" TRUE
1986-12-07 "B" TRUE
1986-12-07 "C" TRUE
1986-12-07 "D" TRUE
1986-12-08 "A" TRUE
1986-12-08 "B" TRUE
1986-12-08 "C" TRUE
1986-12-08 "D" TRUE
1986-12-09 "A" TRUE
1986-12-09 "B" TRUE
1986-12-09 "C" TRUE
1986-12-09 "D" TRUE
1986-12-10 "A" TRUE
1986-12-10 "B" TRUE
1986-12-10 "C" TRUE
1986-12-10 "D" TRUE
1986-12-11 "A" TRUE
1986-12-11 "B" TRUE
1986-12-11 "C" TRUE
1986-12-11 "D" TRUE
1986-12-12 "A" TRUE
1986-12-12 "B" TRUE
1986-12-12 "C" TRUE
1986-12-12 "D" TRUE
1986-12-13 "A" TRUE
1986-12-13 "B" TRUE
1986-12-13 "C" TRUE
1986-12-13 "D" TRUE
1986-12-14 "A" TRUE
1986-12-14 "B" TRUE
1986-12-14 "C" TRUE
1986-12-14 "D" TRUE
1986-12-15 "A" TRUE
1986-12-15 "B" TRUE
1986-12-15 "C" TRUE
1986-12-15 "D" TRUE
1986-12-16 "A" TRUE
1986-12-16 "B" TRUE
1986-12-16 "C" TRUE
1986-12-16 "D" TRUE
1986-12-17 "A" TRUE
1986-12-17 "B" TRUE
1986-12-17 "C" TRUE
1986-12-17 "D" TRUE
1986-12-18 "A" TRUE
1986-12-18 "B" TRUE
1986-12-18 "C" TRUE
1986-12-18 "D" TRUE
1986-12-19 "A" TRUE
1986-12-19 "B" TRUE
1986-12-19 "C" TRUE
1986-12-19 "D" TRUE
1986-12-20 "A" TRUE
1986-12-20 "B" TRUE
1986-12-20 "C" TRUE
1986-12-20 "D" TRUE
1986-12-21 "A" TRUE
1986-12-21 "B" TRUE
1986-12-21 "C" TRUE
1986-12-21 "D" TRUE
1986-12-22 "A" TRUE
1986-12-22 "B" TRUE
1986-12-22 "C" TRUE
1986-12-22 "D" TRUE
1986-12-23 "A" TRUE
1986-12-23 "B" TRUE
1986-12-23 "C" TRUE
1986-12-23 "D" TRUE
1986-12-24 "A" TRUE
1986-12-24 "B" TRUE
1986-12-24 "C" TRUE
1986-12-24 "D" TRUE
1986-12-25 "A" TRUE
1986-12-25 "B" TRUE
1986-12-25 "C" TRUE
1986-12-25 "D" TRUE
1986-12-26 "A" TRUE
1986-12-26 "B" TRUE
1986-12-26 "C" TRUE
1986-12-26 "D" TRUE
1986-12-27 "A" TRUE
1986-12-27 "B" TRUE
1986-12-27 "C" TRUE
1986-12-27 "D" TRUE
1986-12-28 "A" TRUE
1986-12-28 "B" TRUE
1986-12-28 "C" TRUE
1986-12-28 "D" TRUE
1986-12-29 "A" TRUE
1986-12-29 "B" TRUE
1986-12-29 "C" TRUE
1986-12-29 "D" TRUE
1986-12-30 "A" TRUE
1986-12-30 "B" TRUE
1986-12-30 "C" TRUE
1986-12-30 "D" TRUE
1986-12-31 "A" TRUE
1986-12-31 "B" TRUE
1986-12-31 "C" TRUE
1986-12-31 "D" TRUE
