"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","Group"
1412622,1662291,10000,10000,10000,"36 months",13.11,337.47,"B","B4","California Spectra Instrumentation,INC.","5 years","RENT",70000,"Not Verified","Jul-2012","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1412622",NA,"debt_consolidation","Forward","908xx","CA",26.3,0,"Dec-2003",2,NA,NA,4,0,2672,28.7,13,"f",0,0,12146.3148766,12146.31,10000,2146.31,0,0,0,"Aug-2015",345.12,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
44289534,47337259,30000,30000,30000,"36 months",6.92,925.22,"A","A4","Engineer","4 years","MORTGAGE",120000,"Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=44289534",NA,"credit_card","Credit card refinancing","077xx","NJ",15.14,0,"Sep-1998",0,61,NA,8,0,33068,51.7,22,"f",23071.74,23071.74,8303.91,8303.91,6928.26,1375.65,0,0,0,"Jan-2016",925.22,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,404390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64000,NA,NA,NA,"A"
41770436,44717163,23000,23000,23000,"60 months",9.17,479.35,"B","B2","registered nurse","3 years","MORTGAGE",93000,"Source Verified","Mar-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=41770436",NA,"debt_consolidation","Debt consolidation","115xx","NY",8.67,0,"Jun-1994",0,NA,NA,14,0,20186,50,34,"w",19640.16,19640.16,4991.78,4991.78,3359.84,1631.94,0,0,0,"Jan-2016",500.35,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,209,294408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40400,NA,NA,NA,"A"
49956562,53325389,21000,21000,21000,"36 months",13.33,710.92,"C","C3","Consultant","4 years","RENT",73000,"Verified","Jun-2015","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=49956562",NA,"credit_card","Credit card refinancing","113xx","NY",6.03,0,"Aug-2008",1,NA,NA,7,0,14447,85.5,9,"w",0,0,21460.54,21460.54,21000,460.54,0,0,0,"Aug-2015",20765.17,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,14447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16900,NA,NA,NA,"A"
44409121,47416834,7100,7100,7100,"36 months",14.65,244.91,"C","C5","owner / Life Coach M.A.","2 years","MORTGAGE",50000,"Source Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=44409121",NA,"medical","Medical expenses","335xx","FL",19.71,1,"May-2002",1,17,NA,15,0,15539,65.3,39,"w",5604.36,5604.36,2198.41,2198.41,1495.64,702.77,0,0,0,"Jan-2016",244.91,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,881,277826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23800,NA,NA,NA,"A"
47168726,50377488,10000,10000,10000,"60 months",13.33,229.23,"C","C3","Manager","10+ years","OWN",96000,"Source Verified","May-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=47168726",NA,"debt_consolidation","Debt consolidation","064xx","CT",33.92,1,"Jan-1988",0,22,NA,20,0,23933,49.7,41,"w",9017.25,9017.25,1826.43,1826.43,982.75,843.68,0,0,0,"Jan-2016",229.23,"Feb-2016","Sep-2015",0,62,1,"INDIVIDUAL",NA,NA,NA,0,0,102028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48200,NA,NA,NA,"A"
60953428,64995231,7850,7850,7850,"36 months",12.29,261.83,"C","C1","Internal Audit Manager","10+ years","OWN",74000,"Source Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=60953428",NA,"credit_card","Credit card refinancing","922xx","CA",13.93,1,"Jun-1999",1,1,NA,9,0,9371,51.5,23,"w",7300.11,7300.11,774.77,774.77,549.89,224.88,0,0,0,"Jan-2016",261.83,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,1,61,174713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18200,NA,NA,NA,"A"
52189251,55648964,17600,17600,17600,"60 months",19.19,458.4,"E","E3","Slot Guest Ambassador","< 1 year","RENT",40000,"Source Verified","Jun-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=52189251",NA,"debt_consolidation","Debt consolidation","891xx","NV",33.3,0,"Nov-2000",0,47,48,10,1,8333,39.9,35,"w",16494.96,16494.96,2731.64,2731.64,1105.04,1626.6,0,0,0,"Jan-2016",458.4,"Jan-2016","Jan-2016",0,47,1,"INDIVIDUAL",NA,NA,NA,0,0,37537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20900,NA,NA,NA,"A"
64281487,68751220,24000,24000,24000,"60 months",18.49,615.86,"E","E2","IT Consultant","2 years","RENT",120000,"Verified","Nov-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=64281487",NA,"debt_consolidation","Debt consolidation","951xx","CA",8.97,0,"Jul-2002",2,NA,NA,14,0,27290,32.3,25,"w",23504.09,23504.09,1194.74,1194.74,495.91,698.83,0,0,0,"Jan-2016",615.86,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,47080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84400,NA,NA,NA,"A"
51928150,55357908,6000,6000,6000,"36 months",12.69,201.27,"C","C2","Bartender","10+ years","MORTGAGE",50000,"Source Verified","Jun-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=51928150",NA,"debt_consolidation","Debt consolidation","700xx","LA",34.85,2,"Sep-1996",0,1,NA,10,0,16192,36.5,23,"f",5004.11,5004.11,1404.66,1404.66,995.89,408.77,0,0,0,"Jan-2016",201.27,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,1,0,33794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44400,NA,NA,NA,"A"
1002880,1229163,16000,16000,16000,"36 months",14.65,551.91,"C","C3",NA,"7 years","MORTGAGE",56033,"Verified","Oct-2011","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1002880","Borrower added on 10/25/11 > This is my second Lending club loan. The balance of first will be paid off with these funds as well as my 3 remaining credit cards. No additional debt will be taken on with this loan, its simply to wrap all my debt in on EZ payment. Thank you!<br/>","credit_card","1 EZ Payment","086xx","NJ",22.57,0,"Nov-1993",1,NA,NA,15,0,32078,49.3,41,"f",0,0,19865.3132212,19865.31,16000,3865.31,0,0,0,"Dec-2014",562.23,NA,"Oct-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
4537354,5779652,35000,35000,35000,"60 months",17.27,874.93,"C","C5","Flaherty Technical Service","3 years","MORTGAGE",130000,"Verified","May-2013","Late (31-120 days)","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4537354","Borrower added on 04/25/13 > debt consolidation<br>","debt_consolidation","Consolidation","469xx","IN",19.95,0,"Mar-1994",0,NA,NA,20,0,16620,47.8,37,"w",21197.66,21197.66,26240.79,26240.79,13802.34,12438.45,0,0,0,"Nov-2015",874.93,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,435774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34800,NA,NA,NA,"A"
12605849,14618005,9600,9600,9600,"36 months",7.9,300.39,"A","A4","Analyst","7 years","RENT",140000,"Source Verified","Mar-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=12605849","Borrower added on 03/07/14 > I have a very stable job in a low-turnover industry.<br>","major_purchase","Major purchase","941xx","CA",16.8,1,"Mar-2001",0,11,NA,11,0,4803,58.6,20,"f",4004.78,4004.78,6608.58,6608.58,5595.22,1013.36,0,0,0,"Jan-2016",300.39,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,124150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8200,NA,NA,NA,"A"
477843,606418,4000,4000,4000,"36 months",13.57,135.88,"C","C3",NA,"< 1 year","MORTGAGE",81600,"Not Verified","Jan-2010","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=477843",NA,"small_business","KHALSA","953xx","CA",8.71,0,"Mar-2001",1,NA,NA,13,0,8328,11,30,"f",0,0,4886.96,4886.96,4000,886.96,0,0,0,"Feb-2013",159.02,NA,"Feb-2013",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
6808167,8430189,12000,12000,11950,"60 months",8.9,248.52,"A","A5","atlantic health system","10+ years","MORTGAGE",80000,"Verified","Sep-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=6808167","Borrower added on 08/25/13 > debt consolidation after home improvements last year<br>","debt_consolidation","debt consolidation","070xx","NJ",12.6,0,"Sep-1982",0,NA,NA,10,0,8751,29.2,27,"f",7058.93,7029.51,6954.21,6925.24,4941.07,2013.14,0,0,0,"Jan-2016",248.52,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,399163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,NA,NA,"A"
38629237,41413151,20625,20625,20625,"36 months",17.14,736.78,"D","D4","Police Officer","6 years","RENT",50000,"Source Verified","Jan-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=38629237",NA,"debt_consolidation","Debt consolidation","770xx","TX",14.33,0,"Jul-1994",1,NA,115,12,1,16210,63.8,19,"f",14881.43,14881.43,8850.54,8850.54,5743.57,3106.97,0,0,0,"Jan-2016",736.78,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,926,20120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25400,NA,NA,NA,"A"
33311208,35954495,12600,12600,12600,"36 months",6.49,386.13,"A","A2","Teacher","8 years","MORTGAGE",40000,"Not Verified","Nov-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=33311208",NA,"credit_card","Credit card refinancing","852xx","AZ",11.43,1,"Jan-2003",0,22,NA,12,0,11096,24.8,32,"w",7988.25,7988.25,5401.28,5401.28,4611.75,789.53,0,0,0,"Jan-2016",386.13,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,1657,244483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44700,NA,NA,NA,"A"
36109419,38821050,12075,12075,12075,"36 months",15.99,424.47,"D","D2","Janitorial supervisor","10+ years","RENT",33600,"Source Verified","Dec-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=36109419",NA,"debt_consolidation","Debt consolidation","900xx","CA",18.29,0,"Mar-2008",0,NA,109,19,1,5730,22.1,23,"f",8360.8,8360.8,5507.38,5507.38,3714.2,1793.18,0,0,0,"Jan-2016",424.47,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,1323,13320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25900,NA,NA,NA,"A"
58593881,62434667,10800,10800,10800,"60 months",17.57,271.73,"D","D4","Receiver","8 years","RENT",32000,"Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=58593881",NA,"debt_consolidation","Debt consolidation","063xx","CT",34.77,0,"Jan-2003",1,NA,NA,11,0,10112,70.2,15,"w",10215.12,10215.12,1348.11,1348.11,584.88,763.23,0,0,0,"Jan-2016",271.73,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,44789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,NA,NA,NA,"A"
40362979,43227807,25000,25000,25000,"60 months",11.99,555.99,"B","B5","supervisor","8 years","MORTGAGE",110000,"Verified","Feb-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=40362979",NA,"credit_card","Credit card refinancing","926xx","CA",21.18,0,"Jan-1993",0,NA,NA,18,0,44037,84.7,30,"w",21458.4,21458.4,6082.58,6082.58,3541.6,2540.98,0,0,0,"Jan-2016",555.99,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,541110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52000,NA,NA,NA,"A"
440300,533116,12000,12000,11875,"36 months",12.53,401.6,"B","B5","JP Morgan Chase","8 years","RENT",174000,"Source Verified","Sep-2009","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=440300","My daughter is a sophomore in high school and suffers from an anxiety order that causes her to be afraid to go to school. We found a wonderful private school for her last year and saw an incredible improvement in her abilities. She is very intelligent and we want to make sure that this intelligence in not wasted.  I was able to cover complete tuition last year but need some assistance this year.  I think this could be the turning point for my daufghter  I am 5O years old and have never been past   due on a payment on any loan in my entire life","educational","Education for daughter","101xx","NY",6.33,0,"Sep-1984",1,NA,NA,7,0,38384,90.1,12,"f",0,0,14454.35,14303.83,12000,2454.35,0,0,0,"Sep-2012",417.42,NA,"Apr-2014",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A"
9848361,11700179,25000,25000,24925,"36 months",7.62,779.04,"A","A3",NA,"n/a","MORTGAGE",80000,"Verified","Dec-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=9848361","Borrower added on 12/18/13 > My loan is for debt consolidation.<br><br> Borrower added on 12/18/13 > My loan is for a debt consolidation.  I have credit cards that I wish to pay off and never have again. In addition, I wish to pay off an automobile loan as well.<br><br> Borrower added on 12/18/13 > My loan is for a debt consolidation.  I have credit cards that I wish to pay off and never have again. In addition, I wish to pay off an automobile loan as well.<br><br> Borrower added on 12/18/13 > I have noted that the loan is for debt consolidation as well as paying off an automobile loan.<br>","debt_consolidation","Debt consolidation","432xx","OH",28.82,0,"Jan-1977",1,NA,NA,15,0,97736,25.8,42,"f",8976.53,8949.59,18693.24,18637.17,16023.47,2669.77,0,0,0,"Jan-2016",779.04,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,215462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171500,NA,NA,NA,"A"
30656060,33209259,23375,23375,23375,"36 months",12.49,781.87,"B","B5",NA,"n/a","RENT",58451.07,"Source Verified","Oct-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=30656060",NA,"credit_card","Credit card refinancing","226xx","VA",18.67,0,"Feb-1988",1,62,85,21,1,28454,70.6,42,"f",14680.38,14680.38,11711.83,11711.83,8694.62,3017.21,0,0,0,"Jan-2016",781.87,"Feb-2016","Jan-2016",0,62,1,"INDIVIDUAL",NA,NA,NA,0,0,28454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40300,NA,NA,NA,"A"
15691500,17783884,10000,10000,10000,"36 months",14.49,344.17,"C","C4",NA,"n/a","OWN",47780,"Source Verified","May-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=15691500",NA,"major_purchase","Major purchase","352xx","AL",23.36,0,"Dec-1974",4,NA,16,20,1,10878,17.7,38,"w",4979.9,4979.9,6883.4,6883.4,5020.1,1863.3,0,0,0,"Jan-2016",344.17,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,30787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61500,NA,NA,NA,"A"
4375269,5607466,18250,18250,18250,"36 months",6.03,555.45,"A","A1","QUADRANT 4 CONSULTING INC","4 years","RENT",90000,"Source Verified","Apr-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4375269",NA,"major_purchase","Major purchase","750xx","TX",0.69,0,"Jul-2007",0,NA,NA,6,0,1860,12.9,9,"w",2195.47,2195.47,17772.8,17772.8,16054.53,1718.27,0,0,0,"Dec-2015",555.45,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14395,NA,NA,NA,"A"
15360849,17433208,7000,7000,7000,"36 months",17.57,251.56,"D","D2","Licensed professional counselor","2 years","MORTGAGE",32000,"Not Verified","May-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=15360849",NA,"debt_consolidation","Debt consolidation","405xx","KY",17.93,1,"Aug-2003",3,1,NA,12,0,5284,23.1,28,"f",3565.13,3565.13,5031.2,5031.2,3434.87,1596.33,0,0,0,"Jan-2016",251.56,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,163682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22900,NA,NA,NA,"A"
7077904,8740006,4150,4150,4150,"36 months",18.25,150.56,"D","D2","TSI","10+ years","RENT",130858,"Source Verified","Sep-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=7077904",NA,"debt_consolidation","Payoff","117xx","NY",3.64,1,"Dec-2002",0,10,NA,6,0,5257,71,21,"w",0,0,4213.12,4213.12,4150,63.12,0,0,0,"Oct-2013",4213.12,NA,"Jan-2016",0,29,1,"INDIVIDUAL",NA,NA,NA,0,0,52248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7400,NA,NA,NA,"A"
66076532,70771297,12000,12000,12000,"36 months",9.17,382.55,"B","B2","Program Analyst","10+ years","RENT",89000,"Verified","Dec-2015","In Grace Period","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=66076532",NA,"debt_consolidation","Debt consolidation","225xx","VA",7.3,0,"Oct-1998",1,NA,NA,5,0,11755,57.6,14,"w",12000,12000,0,0,0,0,0,0,0,NA,0,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,17708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20400,NA,NA,NA,"A"
33350264,35993495,5000,5000,5000,"36 months",7.69,155.97,"A","A4","Remarketing Account Manager","6 years","MORTGAGE",85000,"Not Verified","Oct-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=33350264",NA,"debt_consolidation","Debt consolidation","666xx","KS",17.84,0,"Nov-2000",2,NA,NA,14,0,17523,38.3,34,"w",3190.85,3190.85,2181.44,2181.44,1809.15,372.29,0,0,0,"Jan-2016",155.97,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,158648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45789,NA,NA,NA,"A"
4175651,5317904,20000,20000,20000,"60 months",15.8,484.24,"C","C3","Association of California School Admin","6 years","RENT",82352,"Verified","Apr-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4175651","Borrower added on 04/02/13 > Pay off multiple high interest credit cards to help improve monthly liquidity.<br>","debt_consolidation","PayOffCCs","917xx","CA",19.02,1,"Mar-1974",1,6,NA,11,0,24343,80.6,17,"f",10948.31,10948.31,15969.12,15969.12,9051.69,6917.43,0,0,0,"Jan-2016",484.24,"Feb-2016","Jan-2016",0,6,1,"INDIVIDUAL",NA,NA,NA,0,0,75815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30200,NA,NA,NA,"A"
44006939,47023694,11200,11200,11200,"36 months",11.53,369.5,"B","B5","Supervisor","9 years","RENT",61000,"Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=44006939",NA,"debt_consolidation","Debt consolidation","941xx","CA",9.88,0,"Dec-2000",2,NA,NA,5,0,16733,79.7,7,"w",8750.37,8750.37,3318.33,3318.33,2449.63,868.7,0,0,0,"Jan-2016",369.5,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,61,16733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21000,NA,NA,NA,"A"
21130605,23413331,14700,14700,14700,"60 months",14.49,345.79,"C","C4","MAINTENANCE","9 years","RENT",35000,"Source Verified","Aug-2014","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=21130605",NA,"debt_consolidation","Debt consolidation","183xx","PA",22.33,0,"Jul-2001",0,NA,NA,8,0,6405,37.9,13,"w",0,0,16557.82,16557.82,14700,1857.82,0,0,0,"Aug-2015",88.82,NA,"Dec-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,72,16102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16900,NA,NA,NA,"A"
54098234,57639000,12000,12000,12000,"36 months",12.69,402.54,"C","C2","Server","10+ years","MORTGAGE",57000,"Source Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=54098234",NA,"debt_consolidation","Debt consolidation","446xx","OH",22,0,"Mar-2004",0,29,118,16,1,11518,62.9,28,"f",10301.82,10301.82,2398.32,2398.32,1698.18,700.14,0,0,0,"Jan-2016",402.54,"Feb-2016","Jan-2016",0,29,1,"INDIVIDUAL",NA,NA,NA,0,2620,69410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18300,NA,NA,NA,"A"
53192890,56712652,12000,12000,12000,"60 months",8.18,244.36,"B","B1","Legal affairs reporter","1 year","RENT",41500,"Source Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=53192890",NA,"credit_card","Credit card refinancing","532xx","WI",19.9,0,"Jun-2003",0,NA,NA,13,0,11115,53.2,22,"f",10003.32,10003.32,2460.71,2460.71,1996.68,464.03,0,0,0,"Jan-2016",244.36,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,20390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20900,NA,NA,NA,"A"
7371114,9033063,11450,11450,11450,"36 months",14.3,393.01,"C","C1",NA,"n/a","MORTGAGE",65000,"Source Verified","Nov-2013","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=7371114","Borrower added on 10/17/13 > I want to pay of all my high interest credit cards and store cards.<br>","debt_consolidation","debt con","356xx","AL",8.6,0,"Jun-1975",0,NA,NA,8,0,11002,82.7,15,"w",0,0,4323.11,4323.11,2996.52,1326.59,0,0,0,"Oct-2014",393.01,NA,"Nov-2014",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,30,11002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13300,NA,NA,NA,"A"
12967808,15000001,13625,13625,13625,"36 months",15.61,476.4,"C","C5","manager","2 years","RENT",48000,"Not Verified","Mar-2014","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=12967808",NA,"debt_consolidation","Debt consolidation","300xx","GA",3.98,0,"Nov-1993",1,NA,96,6,1,3780,39.8,10,"f",0,0,2382,2382,1535.23,846.77,0,0,0,"Aug-2014",476.4,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,356,3780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,"A"
58061230,61864977,23000,23000,23000,"36 months",9.17,733.22,"B","B2","Infrastructure Network Supervisor","1 year","MORTGAGE",87550,"Source Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=58061230",NA,"credit_card","Credit card refinancing","882xx","NM",17.48,0,"Sep-1993",0,NA,NA,7,0,21625,91.6,25,"f",20744.46,20744.46,2909.45,2909.45,2255.54,653.91,0,0,0,"Dec-2015",733.22,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,215421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23600,NA,NA,NA,"A"
34803392,37496709,4250,4250,4250,"36 months",8.19,133.56,"A","A5","Personal Assistant","3 years","RENT",43200,"Not Verified","Nov-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=34803392",NA,"car","Car financing","921xx","CA",16.97,0,"May-2006",0,NA,NA,7,0,5531,23.8,13,"f",2719.51,2719.51,1867.91,1867.91,1530.49,337.42,0,0,0,"Jan-2016",133.56,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,23330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23200,NA,NA,NA,"A"
5544911,6917074,22750,22750,22750,"60 months",10.16,485.17,"B","B1","metro pawn","10+ years","MORTGAGE",51000,"Verified","Jun-2013","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=5544911","Borrower added on 05/23/13 > I pay over 900.00 monthly just on credit card payments.  with the consolidation loan, I can cut the payments in half and be done with in 5 years.<br>","debt_consolidation","credit cards","895xx","NV",22.92,0,"Aug-1995",1,NA,NA,12,0,23942,38.2,30,"f",12433.82,12433.82,15032.43,15032.43,10316.18,4716.25,0,0,0,"Jan-2016",485.17,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,302468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62700,NA,NA,NA,"A"
28843825,31367039,12600,12600,12600,"36 months",16.99,449.17,"D","D3","general manager","4 years","RENT",30000,"Not Verified","Oct-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=28843825",NA,"credit_card","Credit card refinancing","532xx","WI",27.72,0,"Nov-2010",1,NA,NA,9,0,15605,45.5,10,"w",8110.05,8110.05,6725.66,6725.66,4489.95,2235.71,0,0,0,"Jan-2016",449.17,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,27686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34300,NA,NA,NA,"A"
63244663,67596392,28000,28000,28000,"36 months",5.32,843.22,"A","A1","Physician","3 years","RENT",4e+05,"Source Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=63244663",NA,"debt_consolidation","Debt consolidation","221xx","VA",6.42,0,"Jun-1981",0,NA,NA,16,0,274787,24.7,52,"w",26558.64,26558.64,1669.89,1669.89,1441.36,228.53,0,0,0,"Jan-2016",843.22,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,501,386466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428400,NA,NA,NA,"A"
